wav_filename,wav_filesize,transcript
sample-chap30-112.wav,171152,unhen hostal mein daalakar ham indiya hee shipht ho jaenge
sample-chap20-85.wav,20524,jaanatee ho main deharaadoon mein unake ghar maheenon raha hoon
sample-chap14-84.wav,38287,pyaar se maan kee godee mein sir rakh kar aankhen band kar leen usane
sample-chap20-220.wav,11746,abhee shurooaat hai mere doktaree jeevan kee
sample-chap10-94.wav,296396,main to yahee praarthana karatee rahoongee ki aap hamesha tandurust rahen
sample-chap26-196.wav,628028,aur sab sunakar priya ne chutakee lee sab baat to samajha gaee lekin aakhir mein apane lie mera saath paane ka bahaana badee chaalaakee se tumane taiyaar kar liya poochha priya ne
sample-chap13-23.wav,16344,usee karaah ne veena kee neend mein vighn daala tha
sample-chap21-103.wav,197612,veena ne dekha dev bujhasa gaya hai
sample-chap7-94.wav,119996,dev ghar mein nahin tha
sample-chap22-139.wav,206432,aisa bhee kya jeevan ki ve aaraam se so bhee nahin sakate
sample-chap22-13.wav,266408,sab jaanate the ki kabhee kisee bhee din dev chala jaega sabase door
sample-chap27-176.wav,273464,usaka kiya maintum ham sab saat janm bhee nahin utaar sakate
sample-chap27-299.wav,250532,maan kee baat priya ko anyatha na lage use is baat kee bhee chinta thee
sample-chap27-14.wav,54728,kisase kahata
sample-chap27-214.wav,209076,mainne na to nahin kee thee bas apane duhkh kee baat kee thee
sample-chap20-189.wav,14254,bas itanee see baat huee doktar saamant se
sample-chap21-120.wav,135872,bas use hee dilaasa detee thee
sample-chap29-226.wav,81188,sab khush ho jaenge
sample-chap10-175.wav,336968,jaise bijalee ka karant chalane par bhee shareer apanee gati nahin pakad pa raha tha
sample-chap23-95.wav,199376,ham mein se koee tum par jorajabaradastee nahin kar raha
sample-chap14-39.wav,33689,sab meree aur dev kee jodee ko dekhadekh kar hee khushee se bhare hain
sample-chap23-20.wav,647432,yadi yah shubh ka prateek hai to yah sab veena bhaabhee kee tapasya ka phal hai aur dhairy mein seva bhaav mein jindagee kee keemat ko samajhane mein mainne unhen apana guru maan liya hai
sample-chap26-65.wav,82952,vah bhee rone lagee
sample-chap27-198.wav,82952,vah sab samajh gae
sample-chap21-70.wav,171152,vaheen ek chabootare par jaakar teenon baith gae
sample-chap15-148.wav,29301,bachapan se sunatee thee geeta bhaav ko ki gunavaanon ke gunon ko dekho
sample-chap27-331.wav,109412,lekin mujhase kuchh na poochho
sample-chap9-146.wav,262880,samajhadaar to tha lekil usake man kee thaah nahin le pa raha tha
sample-chap14-179.wav,8821,bahut achchha ladaka hai
sample-chap17-212.wav,25957,varana rajanee vidaee ke baad hamen dillee mein milatee huee chalee jaegee
sample-chap5-94.wav,283168,unhen buree nahin lagee yah baat ki ladake vaale baaraat lekar nahin aaenge
sample-chap17-8.wav,16762,kuchh bhee nahin bolane kee sthiti mein tha
sample-chap14-140.wav,14672,iseelie hee bechain tha vah
sample-chap26-242.wav,171152,kab subah se shaam hotee hai pata hee nahee chalata
sample-chap26-22.wav,190556,main to apane manobhaavon ko prakat kar rahee hoon
